1969,'Spinning Wheel',Blood  Sweat & Tears
1969,'Baby  I Love You',Andy Kim
1969,'Going in Circles',The Friends of Distinction
1969,'Hurt So Bad',The Lettermen
1969,'Green River',Creedence Clearwater Revival
1969,'My Cherie Amour',Stevie Wonder
1969,'Easy to Be Hard',Three Dog Night
1969,'Baby It's You',Smith
1969,'In the Ghetto',Elvis Presley
1969,'A Boy Named Sue',Johnny Cash
1969,'Baby  Baby Don't Cry',The Miracles
1969,'Only the Strong Survive',Jerry Butler
1969,'Time of the Season',The Zombies
1969,'Wedding Bell Blues',The 5th Dimension
1969,'Little Woman',Bobby Sherman
1969,'Love (Can Make You Happy)',Mercy
1969,'Good Morning Starshine',Oliver
1969,'These Eyes',The Guess Who
1969,'You've Made Me So Very Happy',Blood  Sweat & Tears
1969,'Put a Little Love in Your Heart',Jackie DeShannon
1969,'Do Your Thing',Charles Wright & the Watts 103rd Street Rhythm Band
1969,'I'd Wait a Million Years',The Grass Roots
1969,'Touch Me',The Doors
1969,'More Today Than Yesterday',Spiral Starecase
1970,'Bridge Over Troubled Water',Simon & Garfunkel
1970,'(They Long to Be) Close to You',The Carpenters
1970,'American Woman',The Guess Who
1970,'Raindrops Keep Fallin' on My Head',B.J. Thomas
1970,'War',Edwin Starr
1970,'Ain't No Mountain High Enough',Diana Ross
1970,'I'll Be There',The Jackson 5
1970,'Get Ready',Rare Earth
1970,'Let It Be',The Beatles
1970,'Band of Gold',Freda Payne
1970,'Mama Told Me (Not to Come)',Three Dog Night
1970,'Everything Is Beautiful',Ray Stevens
1970,'Make It with You',Bread
1970,'Hitchin' a Ride',Vanity Fare
1970,'ABC',The Jackson 5
1970,'The Love You Save',The Jackson 5
1970,'Cracklin' Rosie',Neil Diamond
1970,'Candida',Dawn
1970,'Thank You (Falettinme Be Mice Elf Agin)',Sly & the Family Stone
1970,'Spill the Wine',Eric Burdon & War
1970,'O-o-h Child',Five Stairsteps
1970,'Spirit in the Sky',Norman Greenbaum
1970,'Lay Down (Candles in the Rain)',Melanie
1970,'Ball of Confusion (That's What the World Is Today)',The Temptations
1970,'Love on a Two-Way Street',The Moments
1970,'Which Way You Goin' Billy?',The Poppy Family
1970,'All Right Now',Free
1970,'I Want You Back',The Jackson 5
1970,'Julie  Do Ya Love Me',Bobby Sherman
1970,'Green-Eyed Lady',Sugarloaf
1970,'Signed  Sealed  Delivered I'm Yours',Stevie Wonder
1970,'Ride Captain Ride',Blues Image
1970,'Venus',Shocking Blue
1970,'Instant Karma!',John Lennon
1970,'Patches',Clarence Carter
1970,'Lookin' out My Back Door',Creedence Clearwater Revival
1970,'Rainy Night in Georgia',Brook Benton
1970,'Something's Burning',Kenny Rogers & The First Edition
1970,'Give Me Just a Little More Time',Chairmen of the Board
1970,'Love Grows (Where My Rosemary Goes)',Edison Lighthouse
1970,'The Long and Winding Road',The Beatles
1970,'Snowbird',Anne Murray
1970,'Reflections of My Life',Marmalade
1970,'Hey There Lonely Girl',Eddie Holman
1970,'The Rapper',The Jaggerz
1970,'He Ain't Heavy  He's My Brother',The Hollies
1970,'Tighter  Tighter',Alive N Kickin'
1970,'Come and Get It',Badfinger
1970,'Cecilia',Simon & Garfunkel
1970,'Love Land',Charles Wright & the Watts 103rd Street Rhythm Band
1990,'Hold On',Wilson Phillips
1990,'It Must Have Been Love',Roxette
1990,'Nothing Compares 2 U',Sinéad O'Connor
1990,'Poison',Bell Biv DeVoe
1990,'Vogue',Madonna
1990,'Vision of Love',Mariah Carey
1990,'Another Day in Paradise',Phil Collins
1990,'Hold On',En Vogue
1990,'Cradle of Love',Billy Idol
1990,'Blaze of Glory',Jon Bon Jovi
1990,'Do Me!',Bell Biv DeVoe
1990,'How Am I Supposed to Live Without You',Michael Bolton
1990,'Pump Up the Jam',Technotronic
1990,'Opposites Attract',Paula Abdul
1990,'Escapade',Janet Jackson
1990,'All I Wanna Do Is Make Love to You',Heart
1990,'Close to You',Maxi Priest
1990,'Black Velvet',Alannah Myles
1990,'Release Me',Wilson Phillips
1990,'Don't Know Much',Linda Ronstadt featuring Aaron Neville
1990,'All Around the World',Lisa Stansfield
1990,'I Wanna Be Rich',Calloway
1990,'Rub You the Right Way',Johnny Gill
1990,'She Ain't Worth It',Glenn Medeiros featuring Bobby Brown
1990,'If Wishes Came True',Sweet Sensation
1990,'The Power',Snap!
1990,'(Can't Live Without Your) Love and Affection',Nelson
1990,'Love Will Lead You Back',Taylor Dayne
1990,'Don't Wanna Fall in Love',Jane Child
1990,'Two to Make It Right',Seduction
1990,'Sending All My Love',Linear
1990,'Unskinny Bop',Poison
1990,'Step by Step',New Kids on the Block
1990,'Dangerous',Roxette
1990,'We Didn't Start the Fire',Billy Joel
1990,'I Don't Have the Heart',James Ingram
1990,'Downtown Train',Rod Stewart
1990,'Rhythm Nation',Janet Jackson
1990,'I'll Be Your Everything',Tommy Page
1990,'Roam',The B-52's
1990,'Everything',Jody Watley
1990,'Back to Life (However Do You Want Me)',Soul II Soul featuring Caron Wheeler
1990,'Here and Now',Luther Vandross
1990,'Alright',Janet Jackson
1990,'Ice Ice Baby',Vanilla Ice
1990,'Blame It on the Rain',Milli Vanilli
1990,'Have You Seen Her',MC Hammer
1990,'With Every Beat of My Heart',Taylor Dayne
1990,'Come Back to Me',Janet Jackson
1990,'No More Lies',Michel'le
2000,'Breathe',Faith Hill
2000,'Smooth',Santana featuring Rob Thomas
2000,'Maria Maria',Santana featuring The Product G&B
2000,'I Wanna Know',Joe
2000,'Everything You Want',Vertical Horizon
2000,'Say My Name',Destiny's Child
2000,'I Knew I Loved You',Savage Garden
2000,'Amazed',Lonestar
2000,'Bent',Matchbox Twenty
2000,'He Wasn't Man Enough',Toni Braxton
2000,'Higher',Creed
2000,'Try Again',Aaliyah
2000,'Jumpin'  Jumpin'',Destiny's Child
2000,'Thong Song',Sisqò
2000,'Kryptonite',3 Doors Down
2000,'There You Go',Pink
2000,'Music',Madonna
2000,'Doesn't Really Matter',Janet Jackson
2000,'What a Girl Wants',Christina Aguilera
2000,'Back at One',Brian McKnight
2000,'Bye Bye Bye','N Sync
2000,'You Sang to Me',Marc Anthony
2000,'I Need to Know',Marc Anthony
2000,'Get It On Tonite',Montell Jordan
2000,'Incomplete',Sisqò
2000,'I Try',Macy Gray
2000,'It's Gonna Be Me','N Sync
2000,'That's the Way It Is',Celine Dion
2000,'Country Grammar (Hot Shit)',Nelly
2000,'Bring It All to Me',Blaque
2000,'Show Me the Meaning of Being Lonely',Backstreet Boys
2000,'Hot Boyz',Missy Elliott featuring Nas  Eve and Q-Tip
2000,'Back Here',BBMak
2000,'It Feels So Good',Sonique
2000,'Absolutely (Story of a Girl)',Nine Days
2000,'With Arms Wide Open',Creed
2000,'Be with You',Enrique Iglesias
2000,'Come On Over Baby (All I Want Is You)',Christina Aguilera
2000,'No More',Ruff Endz
2000,'All the Small Things',Blink 182
2000,'The Way You Love Me',Faith Hill
2000,'I Turn to You',Christina Aguilera
2000,'Never Let You Go',Third Eye Blind
2000,'I Need You',LeAnn Rimes
2000,'Thank God I Found You',Mariah Carey featuring Joe and 98 Degrees
2000,'Let's Get Married',Jagged Edge
2000,'My Love Is Your Love',Whitney Houston
2000,'Then the Morning Comes',Smash Mouth
2000,'Blue (Da Ba Dee)',Eiffel 65
2000,'Desert Rose',Sting featuring Cheb Mami
2002,'How You Remind Me',Nickelback
2002,'Foolish',Ashanti
2002,'Hot in Herre',Nelly
2002,'Dilemma',Nelly featuring Kelly Rowland
2002,'Wherever You Will Go',The Calling
2002,'A Thousand Miles',Vanessa Carlton
2002,'In the End',Linkin Park
2002,'What's Luv?',Fat Joe featuring Ashanti
2002,'U Got It Bad',Usher
2002,'Blurry',Puddle of Mudd
2002,'Complicated',Avril Lavigne
2002,'Always on Time',Ja Rule featuring Ashanti
2002,'Ain't It Funny (Murder Remix)',Jennifer Lopez featuring Ja Rule
2002,'The Middle',Jimmy Eat World
2002,'I Need a Girl (Part One)',P. Diddy featuring Usher and Loon
2002,'U Don't Have to Call',Usher
2002,'Family Affair',Mary J. Blige
2002,'I Need a Girl (Part Two)',P. Diddy featuring Ginuwine  Loon and Mario Winans
2002,'Gangsta Lovin'',Eve featuring Alicia Keys
2002,'My Sacrifice',Creed
2002,'Without Me',Eminem
2002,'Hero',Enrique Iglesias
2002,'All You Wanted',Michelle Branch
2002,'Get the Party Started',Pink
2002,'Hero',Chad Kroeger featuring Josey Scott
2002,'Wasting My Time',Default
2002,'One Last Breath',Creed
2002,'Whenever  Wherever',Shakira
2002,'I'm Gonna Be Alright',Jennifer Lopez featuring Nas
2002,'Oh Boy',Cam'ron featuring Juelz Santana
2002,'Heaven',DJ Sammy featuring Yanou and Do
2002,'Hey Baby',No Doubt featuring Bounty Killer
2002,'Girlfriend',NSYNC featuring Nelly
2002,'Just a Friend 2002',Mario
2002,'Soak Up the Sun',Sheryl Crow
2002,'Don't Let Me Get Me',Pink
2002,'Nothin'',N.O.R.E.
2002,'Oops (Oh My)',Tweet featuring Missy Elliott
2002,'A Moment Like This',Kelly Clarkson
2002,'Addictive',Truth Hurts featuring Rakim
2002,'Happy',Ashanti
2002,'No Such Thing',John Mayer
2002,'Just Like a Pill',Pink
2002,'Down 4 U',Ja Rule featuring Ashanti  Charli Baltimore and Vita
2002,'Can't Get You Out of My Head',Kylie Minogue
2002,'Superman (It's Not Easy)',Five for Fighting
2002,'Cleanin' Out My Closet',Eminem
2002,'Halfcrazy',Musiq Soulchild
2002,'Lights  Camera  Action!',Mr. Cheeks
2002,'Still Fly',Big Tymers
2008,'Low',Flo Rida featuring T-Pain
2008,'Bleeding Love',Leona Lewis
2008,'No One',Alicia Keys
2008,'Lollipop',Lil Wayne featuring Static Major
2008,'Apologize',OneRepublic
2008,'No Air',Jordin Sparks and Chris Brown
2008,'Love Song',Sara Bareilles
2008,'Love in This Club',Usher featuring Young Jeezy
2008,'With You',Chris Brown
2008,'Forever',Chris Brown
2008,'Sexy Can I',Ray J featuring Yung Berg
2008,'Take a Bow',Rihanna
2008,'Viva la Vida',Coldplay
2008,'I Kissed a Girl',Katy Perry
2008,'Whatever You Like',T.I.
2008,'Disturbia',Rihanna
2008,'Don't Stop the Music',Rihanna
2008,'Pocketful of Sunshine',Natasha Bedingfield
2008,'Kiss Kiss',Chris Brown featuring T-Pain
2008,'Closer',Ne-Yo
2008,'Bubbly',Colbie Caillat
2008,'Touch My Body',Mariah Carey
2008,'4 Minutes',Madonna featuring Justin Timberlake and Timbaland
2008,'So What',Pink
2008,'Paralyzer',Finger Eleven
2008,'Clumsy',Fergie
2008,'I'm Yours',Jason Mraz
2008,'Leavin'',Jesse McCartney
2008,'Dangerous',Kardinal Offishall featuring Akon
2008,'Tattoo',Jordin Sparks
2008,'See You Again',Miley Cyrus
2008,'Shake It',Metro Station
2008,'Stop and Stare',OneRepublic
2008,'Take You There',Sean Kingston
2008,'Paper Planes',M.I.A.
2008,'Hot n Cold',Katy Perry
2008,'Live Your Life',T.I. featuring Rihanna
2008,'Bust It Baby (Part 2)',Plies featuring Ne-Yo
2008,'American Boy',Estelle featuring Kanye West
2008,'Got Money',Lil Wayne featuring T-Pain
2008,'Our Song',Taylor Swift
2008,'Damaged',Danity Kane
2008,'A Milli',Lil Wayne
2008,'Sorry',Buckcherry
2008,'Independent',Webbie featuring Lil Boosie and Lil Phat
2008,'Can't Believe It',T-Pain featuring Lil Wayne
2008,'Like You'll Never See Me Again',Alicia Keys
2008,'Teardrops on My Guitar',Taylor Swift
2008,'When I Grow Up',Pussycat Dolls
2008,'Sexual Eruption',Snoop Dogg
2009,'Boom Boom Pow',The Black Eyed Peas
2009,'Poker Face',Lady Gaga
2009,'Just Dance',Lady Gaga featuring Colby O'Donis
2009,'I Gotta Feeling',The Black Eyed Peas
2009,'Love Story',Taylor Swift
2009,'Right Round',Flo Rida
2009,'I'm Yours',Jason Mraz
2009,'Single Ladies (Put a Ring on It)',Beyoncé
2009,'Heartless',Kanye West
2009,'Gives You Hell',The All-American Rejects
2009,'You Belong with Me',Taylor Swift
2009,'Dead and Gone',T.I. featuring Justin Timberlake
2009,'You Found Me',The Fray
2009,'Use Somebody',Kings of Leon
2009,'Knock You Down',Keri Hilson featuring Kanye West and Ne-Yo
2009,'Blame It',Jamie Foxx featuring T-Pain
2009,'I Know You Want Me (Calle Ocho)',Pitbull
2009,'Live Your Life',T.I. featuring Rihanna
2009,'Kiss Me thru the Phone',Soulja Boy Tell 'Em featuring Sammie
2009,'Down',Jay Sean featuring Lil Wayne
2009,'The Climb',Miley Cyrus
2009,'Best I Ever Had',Drake
2009,'My Life Would Suck Without You',Kelly Clarkson
2009,'Halo',Beyoncé
2009,'Hot n Cold',Katy Perry
2009,'Second Chance',Shinedown
2009,'Circus',Britney Spears
2009,'Day 'n' Nite',Kid Cudi
2009,'Party in the U.S.A.',Miley Cyrus
2009,'Don't Trust Me',3OH!3
2009,'Run This Town',Jay-Z featuring Rihanna and Kanye West
2009,'Let It Rock',Kevin Rudolf featuring Lil Wayne
2009,'Fire Burning',Sean Kingston
2009,'Whatcha Say',Jason Derulo
2009,'LoveGame',Lady Gaga
2009,'Waking Up in Vegas',Katy Perry
2009,'Birthday Sex',Jeremih
2009,'Sober',Pink
2009,'Womanizer',Britney Spears
2009,'Whatever You Like',T.I.
2009,'Obsessed',Mariah Carey
2009,'Mad',Ne-Yo
2009,'Good Girls Go Bad',Cobra Starship featuring Leighton Meester
2009,'Love Lockdown',Kanye West
2009,'So What',Pink
2009,'Hotel Room Service',Pitbull
2009,'Crack a Bottle',Eminem  Dr. Dre and 50 Cent
2009,'If I Were a Boy',Beyoncé
2009,'Turnin Me On',Keri Hilson featuring Lil Wayne
2009,'I Hate This Part',Pussycat Dolls
2015,'Uptown Funk',Mark Ronson featuring Bruno Mars
2015,'Thinking Out Loud',Ed Sheeran
2015,'See You Again',Wiz Khalifa featuring Charlie Puth
2015,'Trap Queen',Fetty Wap
2015,'Sugar',Maroon 5
2015,'Shut Up and Dance',Walk the Moon
2015,'Blank Space',Taylor Swift
2015,'Watch Me',Silentò
2015,'Earned It',The Weeknd
2015,'The Hills',The Weeknd
2015,'Cheerleader (Felix Jaehn Remix)',OMI
2015,'Can't Feel My Face',The Weeknd
2015,'Love Me Like You Do',Ellie Goulding
2015,'Take Me to Church',Hozier
2015,'Bad Blood',Taylor Swift featuring Kendrick Lamar
2015,'Lean On',Major Lazer and DJ Snake featuring Mo
2015,'Want to Want Me',Jason Derulo
2015,'Shake It Off',Taylor Swift
2015,'Where Are U Now',Skrillex and Diplo (Jack U) featuring Justin Bieber
2015,'Fight Song',Rachel Platten
2015,'679',Fetty Wap featuring Remy Boyz
2015,'Lips Are Movin',Meghan Trainor
2015,'Worth It',Fifth Harmony featuring Kid Ink
2015,'Post to Be',Omarion featuring Chris Brown
2015,'Honey  I'm Good.',Andy Grammer
2015,'I'm Not the Only One',Sam Smith
2015,'Good for You',Selena Gomez featuring ASAP Rocky
2015,'All About That Bass',Meghan Trainor
2015,'Style',Taylor Swift
2015,'Hotline Bling',Drake
2015,'Hey Mama',David Guetta featuring Nicki Minaj  Bebe Rexha and Afrojack
2015,'G.D.F.R.',Flo Rida featuring Sage the Gemini and Lookas
2015,'What Do You Mean?',Justin Bieber
2015,'Photograph',Ed Sheeran
2015,'Hello',Adele
2015,'Stitches',Shawn Mendes
2015,'Talking Body',Tove Lo
2015,'Jealous',Nick Jonas
2015,'Time of Our Lives',Pitbull and Ne-Yo
2015,'Locked Away',R. City featuring Adam Levine
2015,'Somebody',Natalie La Rose featuring Jeremih
2015,'FourFiveSeconds',Rihanna  Kanye West and Paul McCartney
2015,'Centuries',Fall Out Boy
2015,'My Way',Fetty Wap featuring Monty
2015,'Take Your Time',Sam Hunt
2015,'Animals',Maroon 5
2015,'I Don't Fuck with You',Big Sean featuring E-40
2015,'Bitch Better Have My Money',Rihanna
2015,'Flex (Ooh  Ooh  Ooh)',Rich Homie Quan
2015,'Nasty Freestyle',T-Wayne
2016,'Love Yourself',Justin Bieber
2016,'Sorry',Justin Bieber
2016,'One Dance',Drake featuring Wizkid and Kyla
2016,'Work',Rihanna featuring Drake
2016,'Stressed Out',Twenty One Pilots
2016,'Panda',Desiigner
2016,'Hello',Adele
2016,'Don't Let Me Down',The Chainsmokers featuring Daya
2016,'Can't Stop the Feeling!',Justin Timberlake
2016,'Closer',The Chainsmokers featuring Halsey
2016,'Cheap Thrills',Sia featuring Sean Paul
2016,'7 Years',Lukas Graham
2016,'Needed Me',Rihanna
2016,'My House',Flo Rida
2016,'I Took a Pill in Ibiza',Mike Posner
2016,'Work from Home',Fifth Harmony featuring Ty Dolla Sign
2016,'This Is What You Came For',Calvin Harris featuring Rihanna
2016,'Cake by the Ocean',DNCE
2016,'Me  Myself & I',G-Eazy and Bebe Rexha
2016,'Ride',Twenty One Pilots
2016,'Heathens',Twenty One Pilots
2016,'Pillowtalk',Zayn
2016,'Stitches',Shawn Mendes
2016,'Hotline Bling',Drake
2016,'Cold Water',Major Lazer featuring Justin Bieber and Mo
2016,'Send My Love (To Your New Lover)',Adele
2016,'Roses',The Chainsmokers featuring Rozes
2016,'Treat You Better',Shawn Mendes
2016,'Too Good',Drake featuring Rihanna
2016,'Low Life',Future featuring The Weeknd
2016,'What Do You Mean?',Justin Bieber
2016,'The Hills',The Weeknd
2016,'Just Like Fire',P!nk
2016,'Broccoli',DRAM featuring Lil Yachty
2016,'Don't',Bryson Tiller
2016,'Dangerous Woman',Ariana Grande
2016,'Jumpman',Drake and Future
2016,'I Hate U  I Love U',Gnash featuring Olivia O'Brien
2016,'Here',Alessia Cara
2016,'Same Old Love',Selena Gomez
2016,'Controlla',Drake
2016,'Like I'm Gonna Lose You',Meghan Trainor featuring John Legend
2016,'One Call Away',Charlie Puth
2016,'Let It Go',James Bay
2016,'No',Meghan Trainor
2016,'Never Forget You',Zara Larsson and MNEK
2016,'Let Me Love You',DJ Snake featuring Justin Bieber
2016,'Don't Mind',Kent Jones
2016,'H.O.L.Y.',Florida Georgia Line
2016,'We Don't Talk Anymore',Charlie Puth featuring Selena Gomez
2018,'God's Plan',Drake
2018,'Perfect',Ed Sheeran
2018,'Meant to Be',Bebe Rexha featuring Florida Georgia Line
2018,'Havana',Camila Cabello featuring Young Thug
2018,'Rockstar',Post Malone featuring 21 Savage
2018,'Psycho',Post Malone featuring Ty Dolla Sign
2018,'I Like It',Cardi B  Bad Bunny and J Balvin
2018,'The Middle',Zedd  Maren Morris and Grey
2018,'In My Feelings',Drake
2018,'Girls Like You',Maroon 5 featuring Cardi B
2018,'Nice for What',Drake
2018,'Lucid Dreams',Juice Wrld
2018,'Better Now',Post Malone
2018,'Finesse',Bruno Mars featuring Cardi B
2018,'Boo'd Up',Ella Mai
2018,'New Rules',Dua Lipa
2018,'Sad!',XXXTentacion
2018,'Never Be the Same',Camila Cabello
2018,'Love Lies',Khalid and Normani
2018,'No Tears Left to Cry',Ariana Grande
2018,'Mine',Bazzi
2018,'Thunder',Imagine Dragons
2018,'Look Alive',BlocBoy JB featuring Drake
2018,'Delicate',Taylor Swift
2018,'Yes Indeed',Lil Baby and Drake
2018,'Friends',Marshmello and Anne-Marie
2018,'Bad at Love',Halsey
2018,'Taste',Tyga featuring Offset
2018,'Let You Down',NF
2018,'No Limit',G-Eazy featuring ASAP Rocky and Cardi B
2018,'Fefe',6ix9ine featuring Nicki Minaj and Murda Beatz
2018,'Tequila',Dan + Shay
2018,'Feel It Still',Portugal. The Man
2018,'MotorSport',Migos  Nicki Minaj and Cardi B
2018,'I Like Me Better',Lauv
2018,'Youngblood',5 Seconds of Summer
2018,'Whatever It Takes',Imagine Dragons
2018,'Ric Flair Drip',Offset and Metro Boomin
2018,'I Fall Apart',Post Malone
2018,'Pray for Me',The Weeknd and Kendrick Lamar
2018,'Back to You',Selena Gomez
2018,'Sicko Mode',Travis Scott
2018,'Walk It Talk It',Migos featuring Drake
2018,'Gucci Gang',Lil Pump
2018,'Him & I',G-Eazy and Halsey
2018,'In My Blood',Shawn Mendes
2018,'All the Stars',Kendrick Lamar and SZA
2018,'Stir Fry',Migos
2018,'Too Good at Goodbyes',Sam Smith
2018,'Love',Kendrick Lamar featuring Zacari
2019,'Old Town Road',Lil Nas X featuring Billy Ray Cyrus
2019,'Sunflower',Post Malone and Swae Lee
2019,'Without Me',Halsey
2019,'Bad Guy',Billie Eilish
2019,'Wow',Post Malone
2019,'Happier',Marshmello and Bastille
2019,'7 Rings',Ariana Grande
2019,'Talk',Khalid
2019,'Sicko Mode',Travis Scott
2019,'Sucker',Jonas Brothers
2019,'High Hopes',Panic! at the Disco
2019,'Thank U  Next',Ariana Grande
2019,'Truth Hurts',Lizzo
2019,'Dancing with a Stranger',Sam Smith and Normani
2019,'Senorita',Shawn Mendes and Camila Cab
2019,'I Don't Care',Ed Sheeran and Justin Bieber
2019,'Eastside',Benny Blanco  Halsey and Khalid
2019,'Going Bad',Meek Mill featuring Drake
2019,'Shallow',Lady Gaga and Bradley Cooper
2019,'Better',Khalid
2019,'No Guidance',Chris Brown featuring Drake
2019,'Girls Like You',Maroon 5 featuring Cardi B
2019,'Sweet but Psycho',Ava Max
2019,'Suge',DaBaby
2019,'Middle Child',J. Cole
2019,'Drip Too Hard',Lil Baby and Gunna
2019,'Someone You Loved',Lewis Capaldi
2019,'Ransom',Lil Tecca
2019,'If I Can't Have You',Shawn Mendes
2019,'Goodbyes',Post Malone featuring Young Thug
2019,'Zeze',Kodak Black featuring Travis Scott and Offset
2019,'Better Now',Post Malone
2019,'Youngblood',5 Seconds of Summer
2019,'Money in the Grave',Drake featuring Rick Ross
2019,'Speechless',Dan + Shay
2019,'Break Up with Your Girlfriend  I'm Bored',Ariana Grande
2019,'Please Me',Cardi B and Bruno Mars
2019,'Money',Cardi B
2019,'You Need to Calm Down',Taylor Swift
2019,'Panini',Lil Nas X
2019,'Look Back at It',A Boogie wit da Hoodie
2019,'A Lot',21 Savage
2019,'Me!',Taylor Swift featuring Brendon Urie
2019,'Mia',Bad Bunny featuring Drake
2019,'Pop Out',Polo G featuring Lil Tjay
2019,'Beautiful Crazy',Luke Combs
2019,'Thotiana',Blueface
